name,idf,imdb_score,genres,release,countries,directors,actors,summary
Vivarium 2019,https://www.imdb.com/title/tt8368406,,"['ترسناک', 'رازآلود', 'علمی تخیلی', 'کمدی', 'ترسناک', 'علمی تخیلی']",2019,"['ایرلند', 'بلژیک', 'دانمارک', 'کانادا']",['Lorcan Finnegan'],"['imogen poots', 'Danielle Ryan', 'Molly McCann']",این فیلم داستان دو زوج جوان را به تصویر می‌کشد که به دنبال یک خانه‌ی عالی و بی‌عیب و نقص می‌گردند ، آن‌ها بزودی در یک محله‌ی اسرارآمیز خانه‌ی موردنظرشان را پیدا می‌کنند ، اما خیلی زود در این محله که خانه‌های شبیه به هم دارد گرفتار می‌شوند و…
Voice from the Stone 2017,https://www.imdb.com/title/tt1544608,,"['درام', 'رازآلود', 'هیجان انگیز']",2017,"['آمریکا', 'ایتالیا']",['Eric D. Howell'],"['emilia clarke', 'marton csokas', 'Caterina Murino']",داستانی در سال 1950 در منطقه توسکان. داستان یک پرستار رسمی که برای کمک به یک پسر نوجوان که مادرش را از دست داده، می خواهد همه زندگی اش را فدا کند.
Voice of Silence 2020,https://www.imdb.com/title/tt10431572,,"['جنایی', 'درام', 'جنایی', 'درام']",2020,['کره جنوبی'],['EuiJeong Hong'],"['ah-in yoo', 'Yoo Jae-Myung', 'Seung-ah Moon']",ین فیلم ماجرای ته این  و چانگ بوک را روایت میکند که در سازمان جنایی کار میکنند و وظیفه دارند تا جنایات و خرابکاری های افراد جنایتکار را پاکسازی کنند ، اما یک روز درگیر پروژه ای میشوند که در آن پس از دریافت وظیفه خود ، متوجه میشوند که صاحب پروژه به قتل رسیده است…
Vortex 2021,https://www.imdb.com/title/tt14821150,7.4,['درام'],2021,"['بلژیک', 'فرانسه', 'موناکو']",['gaspar noé'],"['Dario Argento', 'Françoise Lebrun', 'alex lutz']",روایت آخرین روزهای یک زوج مسن که به زوال عقل مبتلا شده اند.
Vox Lux 2018,https://www.imdb.com/title/tt5960374,,"['درام', 'موسیقی']",2018,['آمریکا'],['brady corbet'],"['natalie portman', 'jude law', 'stacy martin']",جریانات فیلم وکس لوکس مربوط به قرن بیستم میلادی است. داستان این فیلم از سال 1999 آغاز می‌شود؛ زمانی که یک دختر نوجوان به نام سلست از یک فاجعه بسیار خشن جان سالم به در می‌برد. سلست بعد از اینکه در یک مراسم خاکسپاری آوازی را می‌خواند، با کمک‌های خواهر ترانه‌سرایش یعنی النور و همچنین دوست بااستعدادش کم کم تبدیل به یک خواننده پاپ ستاره می‌شود و...
Voyagers 2021,https://www.imdb.com/title/tt9664108,,"['علمی تخیلی', 'ماجراجویی', 'هیجان انگیز']",2021,"['آمریکا', 'انگلستان', 'جمهوری چک', 'رومانی']",['neil burger'],"['colin farrell', 'tye sheridan', 'lily-rose depp']",این فیلم در آینده ای نزدیک جریان دارد و داستان سفر طولانی سی مرد و زن جوان به فضا را روایت می کند. آن ها طی یک ماموریت چند نسلی به دنبال یافتن خانه ای جدید هستند. این ماموریت به دیوانگی کشیده شده و...
Vultures 2018,https://www.imdb.com/title/tt5480520,,"['جنایی', 'درام', 'هیجان انگیز']",2018,"['ایسلند', 'دانمارک', 'سوئد']",['börkur sigþórsson'],"['ingvar sigurdsson', 'Gísli Örn Garðarsson', 'anna próchniak']",داستان این فیلم مهیج و جنایی درباره‌ی دو بردار مخالف یکدیگر را به تصویر می‌کشد که سعی دارند از غریبه‌ای لهستانی به عنوان حمل‌کننده‌ی یک محموله استفاده کنند و به هدف خود برسند. اما در این میان اتفاقات غیر قابل پیش‌بینی‌ای رخ می‌دهد و…
Wait Until Dark 1967,https://www.imdb.com/title/tt0062467,7.7,['هیجان انگیز'],1967,['آمریکا'],['Terence Young'],"['Audrey Hepburn', 'alan arkin', 'Richard Crenna']",“لیزا”، عکاسی به نام “سام هندریکس” را متقاعد می‌کند تا عروسکی را مخفیانه از گمرک فرودگاه بگذراند. “سام” عروسک را با خود به آپارتمانی می‌برد که آن‌جا با همسر نابینایش “سوزی” زندگی می‌کند، غافل از این‌که عروسک...
Waiting 2005,https://www.imdb.com/title/tt0348333,,['کمدی'],2005,['آمریکا'],['Rob McKittrick'],"['ryan reynolds', 'anna faris', 'John Francis Daley']",ماجرای این فیلم در مورد کارکنان جوان یک رستوران، و اتفاقاتی که بین آن‌ها می افتد است...
Waiting for Anya 2020,https://www.imdb.com/title/tt7095476,,"['جنگی', 'درام', 'هیجان انگیز', 'جنگی', 'درام', 'هیجان انگیز']",2020,"['انگلستان', 'بلژیک']","['Ben Cookson', 'بن کوکسون']","['Noah Schnapp', 'Thomas Kretschmann', 'Frederick Schmidt', 'آنجلیکا هاستون', 'ژان رنو', 'توماس کرتشمان']",جو یک چوپان جوان در زمان جنگ جهانی دوم است که به کمک شخصی به نام هورکادا؛ تلاش می کنند تا مردم را از فرانسه به اسپانیا هدایت کنند…
Waiting for the Barbarians 2019,https://www.imdb.com/title/tt6149154,,"['درام', 'درام']",2019,"['آمریکا', 'ایتالیا']",['ciro guerra'],"['Mark Rylance', 'johnny depp', 'robert pattinson']",یک دادرس که در یک پاسگاه دورافتاده کار می‌کند شروع به سوال از وفاداری خود به امپراطوری می‌کند .
Waiting For The Miracle To Come 2018,https://www.imdb.com/title/tt4444732,,['درام'],2018,['آمریکا'],['lian lunson'],"['willie nelson', 'charlotte rampling', 'sophie lowe']",داستان این فیلم فانتزی و خانوادگی در مورد یک هنرمند به نام آدلین وینتر است که بعد از فوت پدرش ، یک نامه‌ی مرموز پیدا می‌کند که در آن به یک معدن طلا در بیابان‌های کالیفرنیا اشاره شده است. او وقتی به آنجا می‌رسد با ماجراهای جالبی مواجه می‌شود که…
Waitress: The Musical 2023,https://www.imdb.com/title/tt15477042,8.1,"['درام', 'کمدی', 'موزیکال']",2023,['آمریکا'],"['Brett Sullivan', 'Diane Paulus']","['Sara Bareilles', 'Drew Gehling', 'Charity Dawson']",داستان یک آشپز شیرینی در شهری کوچک به‌نام جنا هانترسون که...
Waktu Maghrib 2023,https://www.imdb.com/title/tt25872924,,"['ترسناک', 'رازآلود', 'هیجان انگیز']",2023,['اندونزی'],['Sidharta Tata'],"['Nafiza Fatia Rani', 'Ali Fikry', 'Bima Sena']",داستان دختری کوچک در روستا که هنگام نماز مغرب...
Walden 2023,https://www.imdb.com/title/tt21202916,,['هیجان انگیز'],2023,['آمریکا'],['Mick Davis'],"['emile hirsch', 'Shane West', 'Kelli Garner']",داستان یک گزارش‌نویس دادگاه به‌نام والدن دین که وقتی متوجه می‌شود در حال مرگ است، تصمیم می‌گیرد از مجرمانی که از مجازات قسر در رفته‌اند انتقام بگیرد.
Walk of Shame 2014,https://www.imdb.com/title/tt2463288,,['کمدی'],2014,['آمریکا'],['steven brill'],"['elizabeth banks', 'james marsden', 'gillian jacobs']",داستان فیلم گزارشگری تلویزیونی آرزو دارد که بتواند گزارشگر اصلی شبکه باشد ولی شب قبل از مصاحبه سرنوشت سازش با غریبه ای آشنا می‌شود و صبح روز بعد خود را جنوب شهر لس آنجلس بدون پول ، کارت اعتباری و تلفن می‌یابد . این در حالی هست که 8 ساعت بیشتر فرصت برای انجام مصاحبه باقی نمانده و...
Walk Ride Rodeo 2019,https://www.imdb.com/title/tt5848416,,['درام'],2019,['آمریکا'],['conor allyn'],"['spencer locke', 'missi pyle', 'Bailey Chase']",داستان این فیلم بر اساس رویدادهای واقعی می‌باشد و درباره‌ی امبرلی اسنایدر اسب‌سواری حرفه‌ای است که در سن نوزده سالگی در تصادفی سخت از کمر به پایین فلج می‌شود. امبرلی به کمک خانواده و فیزیوتراپی و عزم راسخ خود تلاش می‌کند تا دوباره به جایگاه واقعی خود در این حرفه برسد و…
Walk Up 2022,https://www.imdb.com/title/tt21404804,,['درام'],2022,['کره جنوبی'],['Hong Sang-soo'],"['Yun-hee Cho', 'Lee Hye-yeong', 'Lee Hyeyoung']",بیونگسو کارگردانی است که به همراه دخترش جئونگسو که یک طراح داخلی مشتاق است، به ساختمانی می‌رود که برای دوست قدیمی‌اش است که قبلاً در زمینه طراحی ساختمان احداث شده. او آنها را به یک دور نمایش کلی ساختمان می‌برد که در طبقه اول یک رستوران و استودیوی آشپزی دارد و در طبقه دوم...
Walkaway Joe 2020,https://www.imdb.com/title/tt4427800,,"['اکشن', 'درام', 'اکشن', 'درام']",2020,['آمریکا'],['Tom Wright'],"['david strathairn', 'jeffrey dean morgan', 'Julian Feder']",این فیلم داستان برقراری یک رابطه ی دوستی غیر منتظره میان یک پسر جوان که به دنبال پدرش است و یک فرد تنهای سرگردان که از گذشته ی خود پنهان می شود، را روایت می کند.
Walking on Sunshine 2014,https://www.imdb.com/title/tt2107861,,"['درام', 'عاشقانه', 'کمدی', 'موزیکال']",2014,"['آمریکا', 'انگلستان', 'ایتالیا']","['Dania Pasquini', 'Max Giwa']","['Annabel Scholey', 'greg wise', 'Giulio Berruti']",مدی تصمیم می گیرد با جورج ازدواج کند و او خواهرش تیلور را به عروسی دعوت می کند ولی او نمی داند که تیلور خواهرش عشق سابق جورج بوده است و...
Wall Street 1987,https://www.imdb.com/title/tt0094291,7.3,"['جنایی', 'درام']",1987,['آمریکا'],['Oliver Stone'],"['Charlie Sheen', 'michael douglas', 'Tamara Tunie']",کارگزار جوان بورس، «باد فاکـس» (چارلی شین) باید بین معیارهای کار و زندگی پدرش و «قهرمان» وال استریت، «گوردون گکو» (داگلاس) یکی را انتخاب کند.
Waltair Veerayya 2023,https://www.imdb.com/title/tt15281402,,"['اکشن', 'درام']",2023,['هندوستان'],['K.S. Ravindra'],"['Chiranjeevi', 'ravi teja', 'shruti haasan']",داستان یک ماهیگیر که در یک عملیات قاچاق درگیر می‌شود و درخواست یک افسر پلیس را برای استفاده به نفع خود قبول می‌کند.
Wander 2020,https://www.imdb.com/title/tt9689696,,"['هیجان انگیز', 'هیجان انگیز']",2020,"['آمریکا', 'کانادا']",['April Mullen'],"['aaron eckhart', 'tommy lee jones', 'katheryn winnick']",یک کارآگاه خصوصی که تعادل روانی ندارد، بعد ازاینکه استخدام می‌شود تا در مورد یک مرگ مشکوک در شهری کوچک تحقیق کند، در می‌یابد که این پرونده به همان پاپوشی که موجب مرگ دخترش شد، مرتبط است.
Wander Darkly 2020,https://www.imdb.com/title/tt8902978,,"['درام', 'درام']",2020,['آمریکا'],['Tara Miele'],"['sienna miller', 'diego luna', 'Beth Grant']",آدرین و ماتئو که به تازگی بچه‌دار شده‌اند باید با مشکل پیش آمده در رابطه‌شان دست و پنجه نرم کنند. آنها باید خاطرات گذشته حقیقت های آزار دهنده را مرور کنند تا با آینده نامعلوم‌شان مواجه شوند.
Wanderlust 2012,https://www.imdb.com/title/tt1655460,,"['عاشقانه', 'کمدی']",2012,['آمریکا'],['David Wain'],"['jennifer aniston', 'paul rudd', 'malin akerman']",این فیلم داستان مردی را روایت می کند که به تازگی از کار خود اخراج شده و تصمیم می گیرد به همراه همسرش به جورجیا که کودکی خود را در آنجا گذرانده برگردد. آنها در تاریکی شب در جاده دچارحادثه شده و مجبور می شوند تا شب را در هتلی که در نزدیکی محل حادثه وجود دارد اقامت کنند اما وقتی وارد هتل می شوند متوجه می شوند که ...
War 2007,https://www.imdb.com/title/tt0499556,,"['اکشن', 'جنایی', 'هیجان انگیز']",2007,"['آمریکا', 'کانادا']",['Philip G. Atwell'],"['Jet Li', 'jason statham', 'Nadine Velazquez']",جک کرافورد مامور FBI بعد از کشته شدن همکارش تام واین و خانواده اش به دست بدنام ترین قاتل دنیای تبهکاران آسیا به نام روگ، قسم می خورد تا انتقام قتل وی را بگیرد...
War 2019,https://www.imdb.com/title/tt7430722,,"['اکشن', 'هیجان انگیز', 'اکشن', 'هیجان انگیز']",2019,['هندوستان'],['Siddharth Anand'],"['hrithik roshan', 'tiger shroff', 'Vaani Kapoor', 'ریتیک روشن', 'تایگر شروف']",کبیر لوترا (ریتیک روشن) یک فرمانده ارتشی است که به دلیل نامعلومی شروع به کشتن مقامات ارتش میکند. در این بین خالد رحمانی ( تایگر شروف) که از سربازان تحت آموزش کبیر بوده مامور میشود تا او رو پیدا و به قتل برساند...
War and Peace 1956,https://www.imdb.com/title/tt0049934,,"['جنگی', 'درام', 'عاشقانه']",1956,"['آمریکا', 'ایتالیا']",['King Vidor'],"['Audrey Hepburn', 'Henry Fonda', 'Mel Ferrer']",ماجراهاى خانواده‏اى روسى در جريان حمله ‏ى « ناپلئون » . در سال 1812 نیروهای ناپلئون بسیاری از منا طق اروپا را تحت کنترل خود در آورده بودند. روسیه یکی از محدود کشورهایی بود که هنوز فتح نشده… در این میان خانواده ای در روسیه وجود دارد که پدرشان میمیرد و ….
War for the Planet of the Apes 2017,https://www.imdb.com/title/tt3450958,7.4,"['اکشن', 'درام', 'علمی تخیلی', 'ماجراجویی', 'هیجان انگیز', 'اکشن', 'درام', 'هیجان انگیز', 'علمی تخیلی', 'ماجراجویی']",2017,"['آمریکا', 'کانادا', 'نیوزلند']",['Matt Reeves'],"['andy serkis', 'woody harrelson', 'steve zahn']",در جنگ برای سیاره میمون‌ها، سزار و ارتش میمون‌ها وارد یک درگیری تحمیلی و مرگبار با ارتش انسان‌ها به رهبری کولونلی بی‌رحم می‌شوند. به دنبال تلفات غیر قابل تصور ارتش میمون‌ها، سزار در کشاکشی نزدیک با غریزه تاریک خود، جهت گرفتن انتقام گونه میمون‌ها آماده می‌شود. قضای روزگار در نهایت سزار و کولونل را در نبردی حماسی برای آینده هر یک از گونه‌ها و تعیین سرنوشت این سیاره رو در روی یکدیگر قرار خواهد داد …
War Horse 2011,https://www.imdb.com/title/tt1568911,7.2,"['اکشن', 'تاریخی', 'جنگی', 'درام', 'ماجراجویی', 'اکشن', 'ماجراجویی', 'درام', 'تاریخی', 'جنگی']",2011,"['آمریکا', 'هندوستان']",['steven spielberg'],"['jeremy irvine', 'emily watson', 'david thewlis']",فیلم سرگذشت پسرجوانی به نام «آلبرت» را در زمان وقوع جنگ جهانی اول روایت می کند که اسب مورد علاقه اش را به ارتش کشورش، انگلستان فروخته و خودش هم برای رویارویی با دشمن به ارتش پیوسته است. با شدت گرفتن جنگ در اروپا آلبرت برای جنگ اعزام می شود…
Warfighter 2018,https://www.imdb.com/title/tt4524418,,"['اکشن', 'جنگی', 'درام', 'رمانتیک']",2018,['آمریکا'],['jerry g. angelo'],"['jerry g. angelo', 'paul logan', 'isaac c. singleton jr.']",داستان فیلم درباره مردی به نام راستی ویتنبرگ است که عضو یگان ویژه ی نیروی دریایی می باشد و در تلاش است تا میان زندگی خانوادگی و زندگی کاریش تعادل ایجاد کند. او هر روز و در حالی که از اختلال استرسی پس از ضایعه روانی رنج می برد، برای حفظ کردن خط میان واقعیت و کابوس هایش مبارزه می کند. راستی خود را وقف تیم و ماموریت خود کرده است و مایل است تا فداکاری نهایی خود را برای برادران همکار و هم تیمی های خود انجام دهد.
Warhorse One 2023,https://www.imdb.com/title/tt16527824,,"['اکشن', 'جنگی', 'درام']",2023,['آمریکا'],['Johnny Strong'],"['Johnny Strong', 'Athena Durner', 'Raj Kala']",داستان یک افسر درجه دار یگان ویژه نیروی دریایی آمریکا که باید یک کودک را از میان حملات خطرناک و بی‌رحمانه طالبان به مکانی امن برساند و...
WarHunt 2022,https://www.imdb.com/title/tt6442686,,"['اکشن', 'ترسناک', 'هیجان انگیز']",2022,['آمریکا'],['Mauro Borrelli'],"['mickey rourke', 'Jackson Rathbone', 'Robert Knepper']",داستان یک هواپیمای ارتش ایالات متحده که در سال 1945 بر فراز جنگل سیاه آلمان پرواز کرد. ناگهان انبوهی از پرهای کلاغ آن را فرا گرفت و...
Warm Bodies 2013,https://www.imdb.com/title/tt1588173,,"['ترسناک', 'عاشقانه', 'کمدی']",2013,"['آمریکا', 'کانادا']",['jonathan levine'],"['nicholas hoult', 'teresa palmer', 'john malkovich']",فیلم بدن های گرم در مورد یک زامبی جوان و عجیب و غریب به نام آر است که یک روز دختری جوان به نام جولی را از حمله سایر زامبی‌ها نجات میدهد. در این میان به مرور زمان رابطه‌ای عاطفی میان آر و جولی شکل گرفته که میتواند انسانیت را در آر زنده کرده و دنیای زامبی‌ها را برای همیشه تغییر دهد اما…
Warning Shot 2018,https://www.imdb.com/title/tt5113250,,"['درام', 'هیجان انگیز']",2018,['آمریکا'],['dustin fairbanks'],"['tammy blanchard', 'Guillermo Díaz', 'david spade']",یک مادر به همراه فرزندش یک مزرعه‎ی خانوادگی را به ارث می‎برند. اما هنگامی که یک رقیب تجاری سعی می‎کند تا به زور و اجبار حق آب مزرعه‎ی آنها را بدست آورد، اتفاقات از کنترل خارج می‎شود و…
Warrior 2011,https://www.imdb.com/title/tt1291584,8.1,"['درام', 'ورزشی', 'درام', 'ورزشی']",2011,['آمریکا'],"[""Gavin O'Connor""]","['tom hardy', 'Nick Nolte', 'joel edgerton']",تامی (تام هاردی) یک عضو سابق نیروی دریایی آمریکا است که بعد از بازگشت به خانه از طرف پدرش ترغیب می شود تا در مسابقات رزمی که جایزه قابل توجهی هم برای قهرمان در نظر گرفته شده، شرکت کند. تامی قبول می کند تا در این تورنمت شرکت کند و پدرش را هم به عنوان مربی در کنارش قرار می دهد تا به کمک او بتواند قهرمانی را بدست آورد. اما تامی در جریان این مسابقات به برادر بزرگتر خود به نام برندون برخورد می کند و…
Warrior 2018,https://www.imdb.com/title/tt7690638,7.3,"['بیوگرافی', 'ورزشی']",2018,['هندوستان'],['shaad ali'],"['diljit dosanjh', 'taapsee pannu', 'angad bedi']",مبارز ، فیلمی بیوگرافی و ورزشی محصول سال ۲۰۱۸ به کارگردانی شاد علی می‎باشد. این فیلم داستان واقعی زندگی یک بازیکن هاکی روی چمن به نام سندیپ سینگ را روایت می‎کند که پس از اتفاق تلخی که برایش رخ می‎دهد ، دوباره به میدان بازمی‎گردد و با جدیت تمام و عزم راسخ برای پیروزی تیمش در مسابقات تلاش می‎کند و…
Warriors of Future 2022,https://www.imdb.com/title/tt7375466,,"['اکشن', 'علمی تخیلی', 'ماجراجویی']",2022,['هنگ کنگ'],['Yuen Fai Ng'],"['Louis Koo', 'Ching Wan Lau', 'Carina Lau']",یک شهاب سنگ با سقوطش به زمین موجودات فضایی را می‌آورد. در این حین که موجودات فضایی بشریت را تهدید می‌کنند، گروه نیروهای ویژه فرمانده سینگ لی نابود شده اما یک سرباز به اسم تای لوی باقی مانده که به یک توطئه بزرگتر می‌رسد.
Wasp Network 2019,https://www.imdb.com/title/tt6760876,,"['هیجان انگیز', 'درام', 'هیجان انگیز']",2019,"['اسپانیا', 'برزیل', 'بلژیک', 'فرانسه']",['Olivier Assayas'],"['penélope cruz', 'edgar ramírez', 'gael garcía bernal']",فیلم براساس داستانی واقعی پنج نفر از زندانیان سیاسی اهل کوبا که به جرم قتل و جاسوسی توسط دولت ایالات متحده از اواخر دهه 1990 زندانی بوده اند میباشد ...
Watcher 2022,https://www.imdb.com/title/tt12004038,,"['ترسناک', 'درام', 'درام', 'ترسناک', 'هیجان انگیز']",2022,"['آمریکا', 'امارات متحده عربی', 'رومانی']",['Chloe Okuno'],"['maika monroe', 'Karl Glusman', 'burn gorman']",داستان زن جوانی که با نامزدش به یک آپارتمان جدید نقل مکان می‌کند. پس از مدتی وی با این احساس که توسط یک فرد ناشناش در ساختمان مجاور تعقیب می‌شود، عذاب می‌کشد.
Water for Elephants 2011,https://www.imdb.com/title/tt1067583,,"['درام', 'عاشقانه']",2011,['آمریکا'],['francis lawrence'],"['robert pattinson', 'reese witherspoon', 'christoph waltz']",یک دانشجوی رشته دامپزشکی، بعد از کشته شدن پدر و مادرش، درس و تحصیل را رها می کند و مشغول به کار در یک سیرک سیار می شود و بعد از مدتی عاشق دختری می شود که در سیرک کار میکند و صاحب سیرک از این رابطه خبر دار نیست و تا اینکه ...
Waterworld 1995,https://www.imdb.com/title/tt0114898,,"['اکشن', 'علمی تخیلی', 'ماجراجویی']",1995,['آمریکا'],['Kevin Reynolds'],"['kevin costner', 'Jeanne Tripplehorn', 'Dennis Hopper']",داستان این فیلم در آینده رخ می‌دهد٬ زمانی که دیگر روی زمین خشکی وجود ندارد و انسان‌های باقی مانده روی کشتی‌ها زندگی می‌کنند. اما دریانوردی که با خانواده‌اش زندگی می‌کند٬ معتقد است می‌تواند زمینی برای زندگی پیدا کند.
Waves 2019,https://www.imdb.com/title/tt8652728,7.5,"['درام', 'عاشقانه', 'ورزشی', 'درام', 'عاشقانه']",2019,"['آمریکا', 'کانادا']","['Trey Edward Shults', 'تري ادوارد شولتز']","['kelvin harrison jr.', 'lucas hedges', 'taylor russell', 'تیلور راسل', 'کلوین هریسون جونیور', 'الکسا دمی']",دو زوج جوان سعی در کشف ابعاد مختلف روابط عاشقانه شان دارند.
We Are Legends 2019,https://www.imdb.com/title/tt10076722,,['اکشن'],2019,['هنگ کنگ'],['Daniel Yee Heng Chan'],"['lisa cheng', 'eric kot', 'winkie lai']",داستان این فیلم درباره‌ی دو برادر یتیم به نام‌های جک و بانی است که در باشگاه هنرهای رزمی بزرگ می‌شوند. جک مخارج تحصیل بانی را پرداخت می‌کند اما بعد از اینکه بانی به خاطر مبارزات غیر رسمی دستگیر و از مدرسه اخراج می‌شود با او قطع ارتباط می‌کند. بعد از آن بانی ویدئوهای مبارزات خود که در آن خیلی سریع حریفان خود را شکست می‌دهد در اینترنت منتشر می‌کند و به سرعت پادشاه مبارزات خیابانی لقب می‌گیرد…
We Are Marshall 2006,https://www.imdb.com/title/tt0758794,,"['درام', 'ورزشی']",2006,['آمریکا'],['mcg'],"['matthew mcconaughey', 'Matthew Fox', 'anthony mackie']",داستان این فیلم در سال ۱۹۷۰ میلادی روایت شده و در مورد تیم فوتبال و مربیان دانشگاه مارشال است که همگی در یک سانحه هوایی جان خود را از دست می‌دهند.
We Can Be Heroes 2020,https://www.imdb.com/title/tt10600398,,"['اکشن', 'خانوادگی', 'درام', 'فانتزی', 'کمدی']",2020,['آمریکا'],['robert rodriguez'],"['YaYa Gosselin', 'pedro pascal', 'priyanka chopra']",وقتی مهاجمان بیگانه ابرقهرمانان زمین را می ربایند، فرزندان آنها باید با هم متحد شوند اگر می خواهند پدر و مادرشان و دنیا را نجات دهند و...
We Die Young 2019,https://www.imdb.com/title/tt7903530,,['درام'],2019,"['آمریکا', 'بلغارستان']",['lior geller'],"['jean-claude van damme', 'david castañeda', 'elijah rodriguez']",لوکاس، یک نوجوان 14 ساله است که وارد زندگی خلافکارانه در واشنگتن شده است، او مصمم هست که اجازه ندهد برادر کوچک ده ساله اش همین مسیر را برای زندگی اش طی کند. وقتی یک کهنه سرباز جنگ افغانستان به محله ی آن ها می آید، این فرصت برای لوکاس پیش می آید...
We Have a Ghost 2023,https://www.imdb.com/title/tt7798604,,"['خانوادگی', 'کمدی', 'ماجراجویی']",2023,['آمریکا'],['christopher landon'],"[""Jahi Di'Allo Winston"", 'david harbour', 'anthony mackie']",داستان یک خانواده که به یک خانه جدید نقل مکان می کنند و پس از مدتی متوجه می شوند که در این خانه روحی به نام ارنست حضور دارد. پس از مدتی فرزند این خانواده یک کانال یوتیوب می سازد و فیلم های ارنست را به اشتراک می گذارد که...
We Have Always Lived in the Castle 2018,https://www.imdb.com/title/tt5952138,,"['درام', 'رازآلود', 'هیجان انگیز']",2018,['آمریکا'],['stacie passon'],"['taissa farmiga', 'alexandra daddario', 'crispin glover']",این فیلم داستان دو خواهر است که در یک خانه خانوادگی قدیمی زندگی می کنند. آن ها آخرین اعضای باقیمانده خانواده هستند و اکنون با عموی خود زندگی می کنند. و سعی محاظت یکدیگر از کنجکاوی ها و خصومت های دیگران دارند.
We Need To Talk About Kevin 2011,https://www.imdb.com/title/tt1242460,7.5,"['درام', 'رازآلود', 'هیجان انگیز']",2011,"['آمریکا', 'انگلستان']",['lynne ramsay'],"['tilda swinton', 'john c. reilly', 'Ezra Miller']",مادر یک پسر جوان دبیرستانی که تفریحات و سرخوشی های خطرناکی را تجربه می کند، سعی دارد تا با نوشتن نامه به همسر سابقش با غم خود و احساسات و مسئولیتش در برابر کارهای فرزندش کنار بیاید.
We Own the Night 2007,https://www.imdb.com/title/tt0498399,,"['اکشن', 'جنایی', 'درام', 'هیجان انگیز']",2007,['آمریکا'],['james gray'],"['joaquin phoenix', 'mark wahlberg', 'Eva Mendes']","در فیلم ""شب مال ماست"" در سال 1988 میلادی، بابی گرین (با بازی واکین فینیکس)، مدیر یک باشگاه شبانه است که اغلب گانگسترها در آن رفت و آمد می‌کنند. در این میان بابی همیشه سعی می‌کند از خطر دور بماند اما رازی کشنده را پنهان می‌کند، اینکه برادرش جوزف گروزینسکی (با بازی مارک والبرگ) و پدرش برت گروزینسکی (با بازی رابرت دووال) ....."
We Summon the Darkness 2019,https://www.imdb.com/title/tt8058874,,"['ترسناک', 'هیجان انگیز', 'ترسناک', 'هیجان انگیز']",2019,"['آمریکا', 'انگلستان', 'کانادا']",['Marc Meyers'],"['alexandra daddario', 'Keean Johnson', 'Maddie Hasson']",داستان فیلم درباره‌ی وال ، بورلی و الکسیس است که با گروهی دیدار می کنند، اما طولی نمی کشد که گروه خود را در شرایطی می یابند که باید برای زندگی مبارزه کنند و…
We the Animals 2018,https://www.imdb.com/title/tt7681824,,['درام'],2018,['آمریکا'],['jeremiah zagar'],"['evan rosado', 'raúl castillo', 'sheila vand']","""منی""، ""جوئل"" و ""جوناه"" سه کودک کنجکاو هستند که کودکی خود را با چنگ و دندان والدین خود سپری میکنند. وقتی که ""منی"" و ""جوئل"" بزرگ میشوند، آن ها نسخه بزرگتری از والدین خود هستند که رویای فرار در سر دارند اما جوناه موفق شده تا دنیای تخیلی تماما برای خود را بسازد..."
We Were Soldiers 2002,https://www.imdb.com/title/tt0277434,7.1,"['اکشن', 'تاریخی', 'درام']",2002,"['آلمان', 'آمریکا', 'فرانسه']",['Randall Wallace'],"['mel gibson', 'Madeleine Stowe', 'greg kinnear']",اواخر سال 1965، در ویتنام، «سرهنگ دوم هال مور» (گیبسن) مأموریت می یابد تا در دره ی درانگ حملاتی را رهبری کند. اما دیری نمی گذرد که «مور» و سربازانش در محاصره ی دو هزار نفر نیروهای دشمن قرار می گیرند...
Wedding Crashers 2005,https://www.imdb.com/title/tt0396269,,"['عاشقانه', 'کمدی']",2005,['آمریکا'],['David Dobkin'],"['owen wilson', 'vince vaughn', 'rachel mcadams']",«جان بک‌ویت» (اوون ویلسون) و «جرمی گری» (وینس وان) دو متخصص در امر سوء استفاده از مراسم های عروسی هستند که با هم کار می کنند. اما زمانی که جان عاشق دختری بنام «کلیر» می شود، این دو در مقابل هم قرار می گیرند.
Weird: The Al Yankovic Story 2022,https://www.imdb.com/title/tt17076046,,"['بیوگرافی', 'کمدی', 'موسیقی']",2022,['آمریکا'],['Eric Appel'],"['diedrich bader', 'Daniel Radcliffe', 'lin-manuel miranda']",فیلم داستان یانکوویچ را از تمام زوایا روایت میکند، از روزهای اولیه‌ی ظهورش با آهنگ‌های معروفش تا روابط عاشقانه و سبک زندگی این هنرمند.
Welcome Home 2018,https://www.imdb.com/title/tt6829180,,['هیجان انگیز'],2018,['آمریکا'],['george ratliff'],"['emily ratajkowski', 'aaron paul', 'riccardo scamarcio']",یک زن و شوهر برای تعطیلات آخر هفته به خانه ای در حومه شهر در ایتالیا میروند تا علاوه بر استراحت در آرامش مشکلاتشان را با یکدیگر حل کنند اما قربانی نقشه شوم صاحب خانه میشوند و...
